customer_id,snapshot_date,age,duration_since_signup,source_of_income,avg_txn_amount,txn_volatility,txn_frequency,three_months_trend,churn_label
1,2023-03-01,44,819,business,2303.455,1833.7329445832618,1.0,4606.91,not churned
1,2023-04-01,44,850,business,3254.8399999999997,1808.5670142408321,5.0,6509.679999999999,not churned
1,2023-05-01,44,880,business,1664.9950000000001,1331.376002957091,2.0,3329.9900000000002,not churned
1,2023-06-01,44,911,business,2100.2566666666667,1165.0979195901662,12.5,6300.7699999999995,not churned
1,2023-07-01,44,941,business,2927.5225,907.5929214273324,3.0,11710.09,not churned
1,2023-08-01,44,972,business,2429.5499999999997,1214.7795994061366,5.333333333333333,9718.199999999999,not churned
1,2023-09-01,44,1003,business,2033.9024999999997,1332.1481857855254,0.3333333333333333,8135.610000000001,not churned
1,2023-10-01,44,1033,business,1109.3966666666665,1095.9758635268083,12.0,3328.1899999999996,not churned
1,2023-11-01,45,1064,business,2053.0066666666667,1098.8033313260992,12.0,6159.02,not churned
1,2023-12-01,45,1094,business,2843.25,235.36756318575397,2.0,5686.5,not churned
1,2024-01-01,45,1125,business,3049.521666666667,1389.562899381193,3.0,18297.13,not churned
1,2024-02-01,45,1156,business,3063.1349999999998,1168.727883541189,4.0,12252.539999999999,not churned
1,2024-03-01,45,1185,business,3021.9428571428575,1328.6268133391745,2.1666666666666665,21153.600000000002,not churned
1,2024-04-01,45,1216,business,3464.215,634.635407182738,13.0,6928.43,not churned
1,2024-05-01,45,1246,business,1782.21,2235.263530280043,17.0,3564.42,not churned
1,2024-06-01,45,1277,business,2041.8159999999996,1993.7215043556107,6.0,10209.08,not churned
1,2024-07-01,45,1307,business,1588.1025000000002,790.120643630874,1.6666666666666667,6352.410000000001,not churned
1,2024-08-01,45,1338,business,1605.75,819.3764523099258,3.0,8028.75,not churned
1,2024-09-01,45,1369,business,0.0,0.0,,0.0,churned
1,2024-10-01,45,1399,business,2143.036,1573.7930205493988,6.25,10715.18,not churned
1,2024-11-01,46,1430,business,2648.83,1614.112649414532,7.0,5297.66,not churned
1,2024-12-01,46,1460,business,1691.49,1786.4204298540699,8.0,3382.98,not churned
2,2021-01-01,40,-647,job,0.0,0.0,,0.0,churned
2,2021-02-01,41,-616,job,0.0,0.0,,0.0,churned
2,2021-03-01,41,-588,job,0.0,0.0,,0.0,churned
2,2021-04-01,41,-557,job,0.0,0.0,,0.0,churned
2,2021-05-01,41,-527,job,0.0,0.0,,0.0,churned
2,2021-06-01,41,-496,job,0.0,0.0,,0.0,churned
2,2021-07-01,41,-466,job,0.0,0.0,,0.0,churned
2,2021-08-01,41,-435,job,0.0,0.0,,0.0,churned
2,2021-09-01,41,-404,job,0.0,0.0,,0.0,churned
2,2021-10-01,41,-374,job,0.0,0.0,,0.0,churned
2,2021-11-01,41,-343,job,0.0,0.0,,0.0,churned
2,2021-12-01,41,-313,job,0.0,0.0,,0.0,churned
2,2022-01-01,41,-282,job,0.0,0.0,,0.0,churned
2,2022-02-01,42,-251,job,0.0,0.0,,0.0,churned
2,2022-03-01,42,-223,job,0.0,0.0,,0.0,churned
2,2022-04-01,42,-192,job,0.0,0.0,,0.0,churned
2,2022-05-01,42,-162,job,0.0,0.0,,0.0,churned
2,2022-06-01,42,-131,job,0.0,0.0,,0.0,churned
2,2022-07-01,42,-101,job,0.0,0.0,,0.0,churned
2,2022-08-01,42,-70,job,0.0,0.0,,0.0,churned
2,2022-09-01,42,-39,job,0.0,0.0,,0.0,churned
2,2022-10-01,42,-9,job,2889.975,1533.8065322751759,0.0,5779.95,not churned
2,2022-11-01,42,22,job,9013.7025,7039.729929499545,3.6666666666666665,36054.81,not churned
2,2022-12-01,42,52,job,7456.4800000000005,5017.509738017456,7.5,22369.44,not churned
2,2023-01-01,42,83,job,11124.654999999999,6324.058166167688,2.3333333333333335,111246.54999999999,not churned
2,2023-02-01,43,114,job,10123.96,,,10123.96,not churned
2,2023-03-01,43,142,job,20735.07,,,20735.07,not churned
2,2023-04-01,43,173,job,6499.425,1137.9115876244516,21.0,12998.85,not churned
2,2023-05-01,43,203,job,11178.4,9278.471334966769,12.0,22356.8,not churned
2,2023-06-01,43,234,job,4449.9,,,4449.9,not churned
2,2023-07-01,43,264,job,16522.64,,,16522.64,not churned
2,2023-08-01,43,295,job,4403.656666666667,2551.186979943519,6.5,13210.970000000001,not churned
2,2023-09-01,43,326,job,7743.05,8279.683006540768,7.0,15486.1,not churned
2,2023-10-01,43,356,job,6859.456666666666,8650.030726571631,8.5,20578.37,not churned
2,2023-11-01,43,387,job,8430.486666666666,6395.623288940128,4.5,25291.460000000003,not churned
2,2023-12-01,43,417,job,15539.48,,,15539.48,not churned
2,2024-01-01,43,448,job,16949.18,,,16949.18,not churned
2,2024-02-01,44,479,job,7990.11,,,7990.11,not churned
2,2024-03-01,44,508,job,11386.53,8440.691220616947,24.0,22773.06,not churned
2,2024-04-01,44,539,job,7907.625,6585.839196060489,4.666666666666667,31630.5,not churned
2,2024-05-01,44,569,job,5043.125,3887.2556980857335,7.0,20172.5,not churned
2,2024-06-01,44,600,job,17324.32,939.9853285025251,6.0,34648.64,not churned
2,2024-07-01,44,630,job,20744.88,,,20744.88,not churned
2,2024-08-01,44,661,job,12217.224999999999,2576.0112170660286,4.0,24434.449999999997,not churned
2,2024-09-01,44,692,job,11811.63,2805.785786032141,3.0,35434.89,not churned
2,2024-10-01,44,722,job,3860.0699999999997,2287.1708116943664,5.0,15440.279999999999,not churned
2,2024-11-01,44,753,job,13025.1325,5159.949852924122,6.666666666666667,52100.53,not churned
2,2024-12-01,44,783,job,11630.27,,,11630.27,not churned
3,2021-01-01,37,-1558,business,0.0,0.0,,0.0,churned
3,2021-02-01,37,-1527,business,0.0,0.0,,0.0,churned
3,2021-03-01,38,-1499,business,0.0,0.0,,0.0,churned
3,2021-04-01,38,-1468,business,0.0,0.0,,0.0,churned
3,2021-05-01,38,-1438,business,0.0,0.0,,0.0,churned
3,2021-06-01,38,-1407,business,0.0,0.0,,0.0,churned
3,2021-07-01,38,-1377,business,0.0,0.0,,0.0,churned
3,2021-08-01,38,-1346,business,0.0,0.0,,0.0,churned
3,2021-09-01,38,-1315,business,0.0,0.0,,0.0,churned
3,2021-10-01,38,-1285,business,0.0,0.0,,0.0,churned
3,2021-11-01,38,-1254,business,0.0,0.0,,0.0,churned
3,2021-12-01,38,-1224,business,0.0,0.0,,0.0,churned
3,2022-01-01,38,-1193,business,0.0,0.0,,0.0,churned
3,2022-02-01,38,-1162,business,0.0,0.0,,0.0,churned
3,2022-03-01,39,-1134,business,0.0,0.0,,0.0,churned
3,2022-04-01,39,-1103,business,0.0,0.0,,0.0,churned
3,2022-05-01,39,-1073,business,0.0,0.0,,0.0,churned
3,2022-06-01,39,-1042,business,0.0,0.0,,0.0,churned
3,2022-07-01,39,-1012,business,0.0,0.0,,0.0,churned
3,2022-08-01,39,-981,business,0.0,0.0,,0.0,churned
3,2022-09-01,39,-950,business,0.0,0.0,,0.0,churned
3,2022-10-01,39,-920,business,0.0,0.0,,0.0,churned
3,2022-11-01,39,-889,business,0.0,0.0,,0.0,churned
3,2022-12-01,39,-859,business,0.0,0.0,,0.0,churned
3,2023-01-01,39,-828,business,0.0,0.0,,0.0,churned
3,2023-02-01,39,-797,business,0.0,0.0,,0.0,churned
3,2023-03-01,40,-769,business,0.0,0.0,,0.0,churned
3,2023-04-01,40,-738,business,0.0,0.0,,0.0,churned
3,2023-05-01,40,-708,business,0.0,0.0,,0.0,churned
3,2023-06-01,40,-677,business,0.0,0.0,,0.0,churned
3,2023-07-01,40,-647,business,0.0,0.0,,0.0,churned
3,2023-08-01,40,-616,business,0.0,0.0,,0.0,churned
3,2023-09-01,40,-585,business,0.0,0.0,,0.0,churned
3,2023-10-01,40,-555,business,0.0,0.0,,0.0,churned
3,2023-11-01,40,-524,business,0.0,0.0,,0.0,churned
3,2023-12-01,40,-494,business,0.0,0.0,,0.0,churned
3,2024-01-01,40,-463,business,0.0,0.0,,0.0,churned
3,2024-02-01,40,-432,business,0.0,0.0,,0.0,churned
3,2024-03-01,41,-403,business,0.0,0.0,,0.0,churned
3,2024-04-01,41,-372,business,0.0,0.0,,0.0,churned
3,2024-05-01,41,-342,business,0.0,0.0,,0.0,churned
3,2024-06-01,41,-311,business,0.0,0.0,,0.0,churned
3,2024-07-01,41,-281,business,0.0,0.0,,0.0,churned
3,2024-08-01,41,-250,business,0.0,0.0,,0.0,churned
3,2024-09-01,41,-219,business,0.0,0.0,,0.0,churned
3,2024-10-01,41,-189,business,0.0,0.0,,0.0,churned
3,2024-11-01,41,-158,business,0.0,0.0,,0.0,churned
3,2024-12-01,41,-128,business,0.0,0.0,,0.0,churned
4,2021-01-01,39,-499,business,0.0,0.0,,0.0,churned
4,2021-02-01,39,-468,business,0.0,0.0,,0.0,churned
4,2021-03-01,39,-440,business,0.0,0.0,,0.0,churned
4,2021-04-01,39,-409,business,0.0,0.0,,0.0,churned
4,2021-05-01,39,-379,business,0.0,0.0,,0.0,churned
4,2021-06-01,39,-348,business,0.0,0.0,,0.0,churned
4,2021-07-01,39,-318,business,0.0,0.0,,0.0,churned
4,2021-08-01,39,-287,business,0.0,0.0,,0.0,churned
4,2021-09-01,39,-256,business,0.0,0.0,,0.0,churned
4,2021-10-01,39,-226,business,0.0,0.0,,0.0,churned
4,2021-11-01,40,-195,business,0.0,0.0,,0.0,churned
4,2021-12-01,40,-165,business,0.0,0.0,,0.0,churned
4,2022-01-01,40,-134,business,0.0,0.0,,0.0,churned
4,2022-02-01,40,-103,business,0.0,0.0,,0.0,churned
4,2022-03-01,40,-75,business,0.0,0.0,,0.0,churned
4,2022-04-01,40,-44,business,0.0,0.0,,0.0,churned
4,2022-05-01,40,-14,business,1339.975,1390.1224343380695,1.0,2679.95,not churned
4,2022-06-01,40,17,business,995.0500000000001,886.8399629921963,3.8,5970.3,not churned
4,2022-07-01,40,47,business,2088.03,,,2088.03,not churned
4,2022-08-01,40,78,business,1625.94,,,1625.94,not churned
4,2022-09-01,40,109,business,886.0699999999999,54.56035923635398,7.0,1772.1399999999999,not churned
4,2022-10-01,40,139,business,953.07,973.4518019398802,2.5,2859.21,not churned
4,2022-11-01,41,170,business,1540.894,308.4532063863173,5.25,7704.47,not churned
4,2022-12-01,41,200,business,1333.69,1666.6223989854452,21.0,2667.38,not churned
4,2023-01-01,41,231,business,1300.9199999999998,1160.2982997488189,9.0,3902.7599999999998,not churned
4,2023-02-01,41,262,business,1625.3666666666668,672.6263472637194,8.0,4876.1,not churned
4,2023-03-01,41,290,business,1428.4479999999999,624.6849208360964,5.25,7142.24,not churned
4,2023-04-01,41,321,business,1203.26,667.6414977366221,3.8333333333333335,8422.82,not churned
4,2023-05-01,41,351,business,1442.6475,1054.368887356318,5.0,5770.59,not churned
4,2023-06-01,41,382,business,1354.142,740.8233628335435,4.25,6770.71,not churned
4,2023-07-01,41,412,business,1458.04,929.3320341514113,2.25,7290.200000000001,not churned
4,2023-08-01,41,443,business,1043.4119999999998,554.1041237168336,5.5,5217.0599999999995,not churned
4,2023-09-01,41,474,business,1717.283333333333,676.3374299760931,3.0,10303.7,not churned
4,2023-10-01,41,504,business,1529.0375,812.4198642481608,6.0,6116.15,not churned
4,2023-11-01,42,535,business,2183.855,231.61282617765377,14.0,4367.71,not churned
4,2023-12-01,42,565,business,1760.43,653.916513376644,6.333333333333333,7041.72,not churned
4,2024-01-01,42,596,business,0.0,0.0,,0.0,churned
4,2024-02-01,42,627,business,1660.125,569.1856035161113,2.0,3320.25,not churned
4,2024-03-01,42,656,business,2188.67,157.35954308525427,10.0,4377.34,not churned
4,2024-04-01,42,687,business,1575.24,953.961772749132,4.666666666666667,6300.96,not churned
4,2024-05-01,42,717,business,1193.1350000000002,182.44062061394112,0.0,2386.2700000000004,not churned
4,2024-06-01,42,748,business,915.4250000000001,375.0522571144809,7.666666666666667,3661.7000000000003,not churned
4,2024-07-01,42,778,business,750.1814285714287,629.7538591499745,4.333333333333333,5251.27,not churned
4,2024-08-01,42,809,business,754.59,,,754.59,not churned
4,2024-09-01,42,840,business,759.5200000000001,1077.8707477708078,10.5,2278.5600000000004,not churned
4,2024-10-01,42,870,business,1477.7300000000002,852.5823716216515,6.5,4433.19,not churned
4,2024-11-01,43,901,business,984.57,808.4432813747666,13.5,2953.71,not churned
4,2024-12-01,43,931,business,1212.625,894.0772883984919,3.8,7275.749999999999,not churned
5,2021-01-01,17,-470,business,0.0,0.0,,0.0,churned
5,2021-02-01,17,-439,business,0.0,0.0,,0.0,churned
5,2021-03-01,17,-411,business,0.0,0.0,,0.0,churned
5,2021-04-01,17,-380,business,0.0,0.0,,0.0,churned
5,2021-05-01,18,-350,business,0.0,0.0,,0.0,churned
5,2021-06-01,18,-319,business,0.0,0.0,,0.0,churned
5,2021-07-01,18,-289,business,0.0,0.0,,0.0,churned
5,2021-08-01,18,-258,business,0.0,0.0,,0.0,churned
5,2021-09-01,18,-227,business,0.0,0.0,,0.0,churned
5,2021-10-01,18,-197,business,0.0,0.0,,0.0,churned
5,2021-11-01,18,-166,business,0.0,0.0,,0.0,churned
5,2021-12-01,18,-136,business,0.0,0.0,,0.0,churned
5,2022-01-01,18,-105,business,0.0,0.0,,0.0,churned
5,2022-02-01,18,-74,business,0.0,0.0,,0.0,churned
5,2022-03-01,18,-46,business,0.0,0.0,,0.0,churned
5,2022-04-01,18,-15,business,6794.52,,,6794.52,not churned
5,2022-05-01,19,15,business,10395.416000000001,3109.8785390156318,1.75,51977.079999999994,not churned
5,2022-06-01,19,46,business,2223.71,1694.524832571066,3.0,4447.42,not churned
5,2022-07-01,19,76,business,15876.150000000001,2046.9751365856907,1.0,31752.300000000003,not churned
5,2022-08-01,19,107,business,11774.74,2170.058357302863,4.0,35324.22,not churned
5,2022-09-01,19,138,business,9540.319999999998,5917.634524016613,3.8333333333333335,66782.23999999999,not churned
5,2022-10-01,19,168,business,15305.285,4114.35030380861,15.0,30610.57,not churned
5,2022-11-01,19,199,business,12288.695,6139.2860298075375,3.8,73732.17,not churned
5,2022-12-01,19,229,business,11369.355,3253.838214381082,5.666666666666667,45477.42,not churned
5,2023-01-01,19,260,business,9379.185,7655.828536263727,3.8,56275.10999999999,not churned
5,2023-02-01,19,291,business,4637.99,,,4637.99,not churned
5,2023-03-01,19,319,business,14328.79,6370.141143946498,11.0,28657.58,not churned
5,2023-04-01,19,350,business,8578.329999999998,3947.8654845118517,4.333333333333333,34313.32,not churned
5,2023-05-01,20,380,business,10868.042000000001,5939.573617387869,3.75,54340.21,not churned
5,2023-06-01,20,411,business,9466.57,,,9466.57,not churned
5,2023-07-01,20,441,business,1163.55,,,1163.55,not churned
5,2023-08-01,20,472,business,9243.123333333335,6688.356277994368,4.6,55458.74000000001,not churned
5,2023-09-01,20,503,business,0.0,0.0,,0.0,churned
5,2023-10-01,20,533,business,11079.523333333333,9764.299503519613,4.5,33238.57,not churned
5,2023-11-01,20,564,business,0.0,0.0,,0.0,churned
5,2023-12-01,20,594,business,19091.94,,,19091.94,not churned
5,2024-01-01,20,625,business,3210.2066666666665,2339.0421990492887,5.0,9630.62,not churned
5,2024-02-01,20,656,business,4800.123333333333,2177.753471041507,8.5,14400.369999999999,not churned
5,2024-03-01,20,685,business,3544.55,,,3544.55,not churned
5,2024-04-01,20,716,business,0.0,0.0,,0.0,churned
5,2024-05-01,21,746,business,12994.41,729.5220661501615,2.0,25988.82,not churned
5,2024-06-01,21,777,business,16667.325,2219.9688106029794,20.0,33334.65,not churned
5,2024-07-01,21,807,business,7546.14,,,7546.14,not churned
5,2024-08-01,21,838,business,0.0,0.0,,0.0,churned
5,2024-09-01,21,869,business,8550.1475,5857.1387053598955,5.333333333333333,34200.590000000004,not churned
5,2024-10-01,21,899,business,14119.243333333332,6814.810278183343,12.0,42357.729999999996,not churned
5,2024-11-01,21,930,business,9525.691428571428,6655.156591629853,3.3333333333333335,66679.84,not churned
5,2024-12-01,21,960,business,9150.946666666667,8677.28306264313,8.5,27452.84,not churned
6,2021-01-01,30,-539,job,0.0,0.0,,0.0,churned
6,2021-02-01,30,-508,job,0.0,0.0,,0.0,churned
6,2021-03-01,30,-480,job,0.0,0.0,,0.0,churned
6,2021-04-01,30,-449,job,0.0,0.0,,0.0,churned
6,2021-05-01,30,-419,job,0.0,0.0,,0.0,churned
6,2021-06-01,30,-388,job,0.0,0.0,,0.0,churned
6,2021-07-01,30,-358,job,0.0,0.0,,0.0,churned
6,2021-08-01,30,-327,job,0.0,0.0,,0.0,churned
6,2021-09-01,30,-296,job,0.0,0.0,,0.0,churned
6,2021-10-01,30,-266,job,0.0,0.0,,0.0,churned
6,2021-11-01,31,-235,job,0.0,0.0,,0.0,churned
6,2021-12-01,31,-205,job,0.0,0.0,,0.0,churned
6,2022-01-01,31,-174,job,0.0,0.0,,0.0,churned
6,2022-02-01,31,-143,job,0.0,0.0,,0.0,churned
6,2022-03-01,31,-115,job,0.0,0.0,,0.0,churned
6,2022-04-01,31,-84,job,0.0,0.0,,0.0,churned
6,2022-05-01,31,-54,job,0.0,0.0,,0.0,churned
6,2022-06-01,31,-23,job,1248.5349999999999,19.155522702343514,3.0,2497.0699999999997,not churned
6,2022-07-01,31,7,job,2552.5066666666667,1896.017794651024,6.0,7657.52,not churned
6,2022-08-01,31,38,job,1856.1760000000002,1618.1821343037996,4.5,9280.88,not churned
6,2022-09-01,31,69,job,3610.8733333333334,307.26105258124284,3.5,10832.62,not churned
6,2022-10-01,31,99,job,2163.168,1283.339810736034,3.5,10815.84,not churned
6,2022-11-01,32,130,job,0.0,0.0,,0.0,churned
6,2022-12-01,32,160,job,1756.7300000000002,1220.9743634081758,1.0,5270.1900000000005,not churned
6,2023-01-01,32,191,job,3161.29,,,3161.29,not churned
6,2023-02-01,32,222,job,742.7,,,742.7,not churned
6,2023-03-01,32,250,job,1897.7,1024.3522118229973,7.666666666666667,7590.8,not churned
6,2023-04-01,32,281,job,2809.0375,1039.923703976242,4.333333333333333,11236.15,not churned
6,2023-05-01,32,311,job,0.0,0.0,,0.0,churned
6,2023-06-01,32,342,job,2527.1366666666668,1358.3981783090455,6.0,7581.41,not churned
6,2023-07-01,32,372,job,0.0,0.0,,0.0,churned
6,2023-08-01,32,403,job,0.0,0.0,,0.0,churned
6,2023-09-01,32,434,job,0.0,0.0,,0.0,churned
6,2023-10-01,32,464,job,0.0,0.0,,0.0,churned
6,2023-11-01,33,495,job,0.0,0.0,,0.0,churned
6,2023-12-01,33,525,job,0.0,0.0,,0.0,churned
6,2024-01-01,33,556,job,0.0,0.0,,0.0,churned
6,2024-02-01,33,587,job,0.0,0.0,,0.0,churned
6,2024-03-01,33,616,job,0.0,0.0,,0.0,churned
6,2024-04-01,33,647,job,0.0,0.0,,0.0,churned
6,2024-05-01,33,677,job,0.0,0.0,,0.0,churned
6,2024-06-01,33,708,job,0.0,0.0,,0.0,churned
6,2024-07-01,33,738,job,0.0,0.0,,0.0,churned
6,2024-08-01,33,769,job,0.0,0.0,,0.0,churned
6,2024-09-01,33,800,job,0.0,0.0,,0.0,churned
6,2024-10-01,33,830,job,0.0,0.0,,0.0,churned
6,2024-11-01,34,861,job,0.0,0.0,,0.0,churned
6,2024-12-01,34,891,job,0.0,0.0,,0.0,churned
7,2021-01-01,26,-1582,business,0.0,0.0,,0.0,churned
7,2021-02-01,26,-1551,business,0.0,0.0,,0.0,churned
7,2021-03-01,26,-1523,business,0.0,0.0,,0.0,churned
7,2021-04-01,26,-1492,business,0.0,0.0,,0.0,churned
7,2021-05-01,27,-1462,business,0.0,0.0,,0.0,churned
7,2021-06-01,27,-1431,business,0.0,0.0,,0.0,churned
7,2021-07-01,27,-1401,business,0.0,0.0,,0.0,churned
7,2021-08-01,27,-1370,business,0.0,0.0,,0.0,churned
7,2021-09-01,27,-1339,business,0.0,0.0,,0.0,churned
7,2021-10-01,27,-1309,business,0.0,0.0,,0.0,churned
7,2021-11-01,27,-1278,business,0.0,0.0,,0.0,churned
7,2021-12-01,27,-1248,business,0.0,0.0,,0.0,churned
7,2022-01-01,27,-1217,business,0.0,0.0,,0.0,churned
7,2022-02-01,27,-1186,business,0.0,0.0,,0.0,churned
7,2022-03-01,27,-1158,business,0.0,0.0,,0.0,churned
7,2022-04-01,27,-1127,business,0.0,0.0,,0.0,churned
7,2022-05-01,28,-1097,business,0.0,0.0,,0.0,churned
7,2022-06-01,28,-1066,business,0.0,0.0,,0.0,churned
7,2022-07-01,28,-1036,business,0.0,0.0,,0.0,churned
7,2022-08-01,28,-1005,business,0.0,0.0,,0.0,churned
7,2022-09-01,28,-974,business,0.0,0.0,,0.0,churned
7,2022-10-01,28,-944,business,0.0,0.0,,0.0,churned
7,2022-11-01,28,-913,business,0.0,0.0,,0.0,churned
7,2022-12-01,28,-883,business,0.0,0.0,,0.0,churned
7,2023-01-01,28,-852,business,0.0,0.0,,0.0,churned
7,2023-02-01,28,-821,business,0.0,0.0,,0.0,churned
7,2023-03-01,28,-793,business,0.0,0.0,,0.0,churned
7,2023-04-01,28,-762,business,0.0,0.0,,0.0,churned
7,2023-05-01,29,-732,business,0.0,0.0,,0.0,churned
7,2023-06-01,29,-701,business,0.0,0.0,,0.0,churned
7,2023-07-01,29,-671,business,0.0,0.0,,0.0,churned
7,2023-08-01,29,-640,business,0.0,0.0,,0.0,churned
7,2023-09-01,29,-609,business,0.0,0.0,,0.0,churned
7,2023-10-01,29,-579,business,0.0,0.0,,0.0,churned
7,2023-11-01,29,-548,business,0.0,0.0,,0.0,churned
7,2023-12-01,29,-518,business,0.0,0.0,,0.0,churned
7,2024-01-01,29,-487,business,0.0,0.0,,0.0,churned
7,2024-02-01,29,-456,business,0.0,0.0,,0.0,churned
7,2024-03-01,29,-427,business,0.0,0.0,,0.0,churned
7,2024-04-01,29,-396,business,0.0,0.0,,0.0,churned
7,2024-05-01,30,-366,business,0.0,0.0,,0.0,churned
7,2024-06-01,30,-335,business,0.0,0.0,,0.0,churned
7,2024-07-01,30,-305,business,0.0,0.0,,0.0,churned
7,2024-08-01,30,-274,business,0.0,0.0,,0.0,churned
7,2024-09-01,30,-243,business,0.0,0.0,,0.0,churned
7,2024-10-01,30,-213,business,0.0,0.0,,0.0,churned
7,2024-11-01,30,-182,business,0.0,0.0,,0.0,churned
7,2024-12-01,30,-152,business,0.0,0.0,,0.0,churned
8,2021-01-01,20,-1244,business,0.0,0.0,,0.0,churned
8,2021-02-01,20,-1213,business,0.0,0.0,,0.0,churned
8,2021-03-01,20,-1185,business,0.0,0.0,,0.0,churned
8,2021-04-01,20,-1154,business,0.0,0.0,,0.0,churned
8,2021-05-01,20,-1124,business,0.0,0.0,,0.0,churned
8,2021-06-01,20,-1093,business,0.0,0.0,,0.0,churned
8,2021-07-01,20,-1063,business,0.0,0.0,,0.0,churned
8,2021-08-01,20,-1032,business,0.0,0.0,,0.0,churned
8,2021-09-01,20,-1001,business,0.0,0.0,,0.0,churned
8,2021-10-01,20,-971,business,0.0,0.0,,0.0,churned
8,2021-11-01,20,-940,business,0.0,0.0,,0.0,churned
8,2021-12-01,21,-910,business,0.0,0.0,,0.0,churned
8,2022-01-01,21,-879,business,0.0,0.0,,0.0,churned
8,2022-02-01,21,-848,business,0.0,0.0,,0.0,churned
8,2022-03-01,21,-820,business,0.0,0.0,,0.0,churned
8,2022-04-01,21,-789,business,0.0,0.0,,0.0,churned
8,2022-05-01,21,-759,business,0.0,0.0,,0.0,churned
8,2022-06-01,21,-728,business,0.0,0.0,,0.0,churned
8,2022-07-01,21,-698,business,0.0,0.0,,0.0,churned
8,2022-08-01,21,-667,business,0.0,0.0,,0.0,churned
8,2022-09-01,21,-636,business,0.0,0.0,,0.0,churned
8,2022-10-01,21,-606,business,0.0,0.0,,0.0,churned
8,2022-11-01,21,-575,business,0.0,0.0,,0.0,churned
8,2022-12-01,22,-545,business,0.0,0.0,,0.0,churned
8,2023-01-01,22,-514,business,0.0,0.0,,0.0,churned
8,2023-02-01,22,-483,business,0.0,0.0,,0.0,churned
8,2023-03-01,22,-455,business,0.0,0.0,,0.0,churned
8,2023-04-01,22,-424,business,0.0,0.0,,0.0,churned
8,2023-05-01,22,-394,business,0.0,0.0,,0.0,churned
8,2023-06-01,22,-363,business,0.0,0.0,,0.0,churned
8,2023-07-01,22,-333,business,0.0,0.0,,0.0,churned
8,2023-08-01,22,-302,business,0.0,0.0,,0.0,churned
8,2023-09-01,22,-271,business,0.0,0.0,,0.0,churned
8,2023-10-01,22,-241,business,0.0,0.0,,0.0,churned
8,2023-11-01,22,-210,business,0.0,0.0,,0.0,churned
8,2023-12-01,23,-180,business,0.0,0.0,,0.0,churned
8,2024-01-01,23,-149,business,0.0,0.0,,0.0,churned
8,2024-02-01,23,-118,business,0.0,0.0,,0.0,churned
8,2024-03-01,23,-89,business,0.0,0.0,,0.0,churned
8,2024-04-01,23,-58,business,0.0,0.0,,0.0,churned
8,2024-05-01,23,-28,business,1562.6833333333334,44.09543778366802,0.0,4688.05,not churned
8,2024-06-01,23,3,business,1309.1366666666665,80.09113392463195,5.5,3927.41,not churned
8,2024-07-01,23,33,business,1631.1866666666665,1142.0453245529852,6.0,4893.56,not churned
8,2024-08-01,23,64,business,1476.135,327.1146680447088,15.0,2952.27,not churned
8,2024-09-01,23,95,business,2447.99,,,2447.99,not churned
8,2024-10-01,23,125,business,1661.25,924.4016496812051,8.0,6645.0,not churned
8,2024-11-01,23,156,business,0.0,0.0,,0.0,churned
